MATERIAL,DESCRIPTION,SALES,CUSTCOUNT,SOCOUNT,Index,Bin - Rev,Cumulative Sales,Bin - Cust,Bin - Order Freq,Classification,Multichannel,Larger P,Material Type,COP,Production,Category
104391,MUSTARD DIJON STONEWARE/FALLOT 250G, 264 ,2,2,6677,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,PHD
109339,DECOR INSERT SHORT STAR SILVER 10PC, 263 ,1,1,6678,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
13914,TIP ROUND 802 (0.6CM), 263 ,4,5,6679,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
202078,REDMAN X'MAS LEAF W/BERRY & BELL 5PC, 263 ,1,2,6680,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
111262,BABY COURGETTES YELLOW, 262 ,0,0,6681,D,0.998,Z,N,DZN,True,Non Retail,TRADING,NL,,PHD
55814,CANDLE WAVY RAINBOW COL 2811-272 10PC, 261 ,0,0,6682,D,0.998,Z,N,DZN,True,Retail,TRADING,VN,,Non Food
103858,CUTTER COOKIES VEGE SMALL 4PC/TOMIZ, 261 ,0,0,6683,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Non Food
201186,DISPOSABLE BAKING TRAY (C.BLOSSOM) 10PC, 261 ,1,1,6684,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
108604,PEAR CONFERENCE, 261 ,1,2,6685,D,0.998,Z,N,DZN,True,Non Retail,TRADING,BE,,PHD
106000,RIBBON SATIN NAVY BLUE 9MMX25M, 261 ,2,5,6686,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
66822,BAKING TRAY S/S 6 CAV DIVIDER /CAKELAND, 261 ,0,0,6687,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Non Food
110577,MAYONNAISE EGG FREE/KEWPIE 305G, 261 ,5,7,6688,D,0.998,Z,N,DZN,True,Non Retail,TRADING,JP,,Grocery
65600,PAN CAKE ROUND SET 2105-0112, 261 ,0,0,6689,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
13909,TIP STAR 827 (1.43CM), 260 ,2,2,6690,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
64977,HONEY FOREST APIARY 250G, 260 ,2,3,6691,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Bakery
100316,OYSTER OPENER /260866, 260 ,1,2,6692,D,0.998,Z,N,DZN,True,Retail,TRADING,DE,,Non Food
105155,DECOR CHOC TWINKLY CHRISTMAS 6X1.3, 260 ,2,2,6693,D,0.998,Z,N,DZN,True,Non Retail,TRADING,BE,,Bakery
60336,THERMOMETER FRIDGE&FREEZER/CDN, 260 ,0,0,6694,D,0.998,Z,N,DZN,True,Retail,TRADING,VN,,Non Food
202026,X'MAS MUSHROOM PLASTIC 5PC REDMAN, 260 ,8,12,6695,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
8202,CANDLE NUMBER 2 (800200-2), 259 ,2,3,6696,D,0.998,Z,N,DZN,True,Retail,TRADING,HK,,Non Food
107041,X'MAS STICKER B114 8PC, 259 ,1,2,6697,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
107042,X'MAS STICKER LONG B124 6PC, 259 ,0,0,6698,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
101354,SILICON MOULD ECLIPSE 600 20.376.87.0065, 258 ,1,1,6699,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
55990,SILICON MOULD EASY CHOC ROSE SCG13, 258 ,0,0,6700,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
63668,CUTTER S/S SNOWFLAKE 5PC/SET, 258 ,0,0,6701,D,0.998,Z,N,DZN,True,Retail,TRADING,ID,,Non Food
102227,CUTTER COOKIE S/S HALLOWEEN SET/REDMAN, 258 ,1,1,6702,D,0.998,Z,N,DZN,True,Retail,TRADING,HK,,Non Food
105229,DECOR ON PICK X'MAS HAT 7X2.8CM 503, 258 ,1,1,6703,D,0.998,Z,N,DZN,True,Retail,TRADING,VN,,Non Food
57150,CANNOLI FORM REGULAR 142X22MM R201858, 258 ,2,2,6704,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
104067,FLV PWD NATURAL PISTACHIO/SCRAPCOOKING, 258 ,2,3,6705,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,Bakery
108145,CHEESE CHED MILD SLICE VEGAN/SHEESE 180G, 257 ,2,2,6706,D,0.998,Z,N,DZN,True,Retail,TRADING,GB,,Cheese
52369,SILICONFLEX SF036 HEART 30.036.00.0060, 257 ,2,2,6707,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
62610,CREPE SLIDER WOOD 180X185MM, 257 ,0,0,6708,D,0.998,Z,N,DZN,True,Retail,TRADING,DE,,Non Food
55258,ZUCCOTTO SILICON MOULD ZUC160/1, 257 ,1,1,6709,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
65057,SILICON MOULD CHOCO GOAL, 256 ,0,0,6710,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
202877,FRZ AU LAMB CUTLET 9~10CM, 256 ,0,0,6711,D,0.998,Z,N,DZN,True,Non Retail,FG,P-SG,Y,Meat
107185,XMAS BLACK CAN W.10CUPS COFFEE/INIC, 256 ,1,2,6712,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Beverage
108550,LEMON CEDRAT/ETROG, 255 ,2,4,6713,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,PHD
107244,ARCYLIC PICK MERRY XMAS SLEIGH TRN, 254 ,3,4,6714,D,0.998,Z,N,DZN,True,Non Retail,TRADING,CN,,Non Food
66789,RIBBON RED PENGUIN 16MMX25M, 254 ,2,2,6715,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
109816,BC GREASEPROOF 75MM XMAS PARTYGREY 500PC, 254 ,0,0,6716,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
61797,PASTE H.CHICKEN RICE 80G, 253 ,0,0,6717,D,0.998,Z,N,DZN,True,Retail,TRADING,SG,,Grocery
55863,DRIED LEMONGRASS REDMAN 10G, 253 ,7,8,6718,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Grocery
11678,NATA DE COCO PASSION FRUIT 4KG, 253 ,1,6,6720,D,0.998,Z,N,DZN,True,Non Retail,TRADING,TW,,Beverage
102978,"SCRAPER RIBBED EDGE SIDE 10"" PS63/PME", 253 ,0,0,6719,D,0.998,Z,N,DZN,True,Retail,TRADING,ZA,,Non Food
107821,SHOCHU IMO 25%/MAO 720ML, 253 ,0,0,6721,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Beverage
52570,SILICONFLEX SF055 BIG OVALS, 253 ,1,1,6722,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
106185,SILICON MOULD ODE50 36.301.87.0065, 253 ,2,3,6723,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
66521,SYRUP MUR CLASSIC/DAVINCI GOURMET 750ML, 252 ,8,9,6724,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Beverage
63087,"DUMMY STYROFOAM ROUND 6""X4""", 252 ,0,0,6725,D,0.998,Z,N,DZN,True,Retail,TRADING,SG,,Non Food
100679,MIX MADELEINE WITH HOKKAIDO WHEAT 200G, 252 ,2,14,6726,D,0.998,Z,N,DZN,True,Non Retail,TRADING,JP,,"Flour, Grain & Flakes"
53946,SYRUP FRUCTOSE HIGH CORN 71% 25KG, 252 ,2,2,6727,D,0.998,Z,N,DZN,True,Non Retail,TRADING,TW,,Beverage
202127,COOKIE BAG X'MAS C276 16X25CM 100PC REDM, 251 ,1,1,6728,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
106084,SOUR DOUGH POWDER 100G/TOMIZ, 251 ,3,6,6729,D,0.998,Z,N,DZN,True,Non Retail,TRADING,JP,,"Flour, Grain & Flakes"
67309,SILICON MOULD FINANCIER SQ069, 251 ,2,2,6730,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
108995,ONIONS BORETANA 5KG, 250 ,2,5,6731,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,PHD
106641,"BOARD CARVING MAPLE W HANDLE 20X14X0.75""", 250 ,0,0,6732,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Non Food
66800,PUMPS FLAVOUR MAXX 5ML BLACK/DAVINCI, 250 ,0,0,6733,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Non Food
80135,MUSTARD G/BREAD DIJON/FALLOT 210ML, 250 ,0,0,6734,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,PHD
108836,GLOVE OVEN MITTEN (DARK GREY)/POWDER FOO, 250 ,1,1,6735,D,0.998,Z,N,DZN,True,Retail,TRADING,CH,,Non Food
105969,SPATULA COOKIE THE REALLY BIG 570-2016, 250 ,0,0,6736,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
62294,CHOC MOULD DIAMOND 21 CAV 2181 R201546, 250 ,1,1,6737,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
111231,OYSTER CELINE N4 48PC, 250 ,0,0,6738,D,0.998,Z,N,DZN,True,Non Retail,TRADING,FR,,Seafood
67620,SOFTGEL PASTE EGGPLANT/AMERICOLOR 0.75OZ, 250 ,0,0,6739,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Bakery
60269,SIL MLD SET2 MINI BAR N5/SILIKOMART, 250 ,0,0,6740,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
103720,TIP CAKE ICER CARDED #789 03-3125, 249 ,2,2,6741,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Non Food
56123,SILICON MOULD SAVARIN 180/6CAV, 249 ,1,1,6742,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
52105,DECOR BUNNY CHICK DUCK REDMAN 450G, 249 ,0,0,6743,D,0.998,Z,N,DZN,True,Non Retail,FG,P-SG,Y,Bakery
108858,SUGAR COCONUT GRANULATED 250G, 249 ,4,17,6744,D,0.998,Z,N,DZN,True,Non Retail,TRADING,ID,,Bakery
66777,X'MAS LEAF C590 R202031, 249 ,6,7,6745,D,0.998,Z,N,DZN,True,Non Retail,TRADING,TW,,Non Food
110575,CHEESE COMTE 18 MONTHS ARNAUD 4.5KG, 249 ,1,1,6746,D,0.998,Z,N,DZN,True,Non Retail,TRADING,FR,,Cheese
110388,WINE MOSCATO ROSE ELECTRA / QUADY 750ML, 249 ,1,1,6747,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Beverage
110833,SAUCE FISH/BLUE ELEPHANT 750ML, 248 ,0,0,6748,D,0.998,Z,N,DZN,True,Retail,TRADING,TH,,Grocery
202433,X'MAS TREE GOLD C209 5PC REDMAN, 248 ,1,1,6749,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
110931,CHIPSTER POTATO CHIPS/BELIN 75G, 248 ,0,0,6750,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,Trade
103581,DECOR INSERT CROWN GOLD 5PC, 248 ,0,0,6751,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
106655,"BOARD CHEESE MAPLE RD 12""/JKADAMS", 248 ,0,0,6752,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Non Food
8209,CANDLE NUMBER 9 (800200-9), 247 ,1,1,6753,D,0.998,Z,N,DZN,True,Retail,TRADING,HK,,Non Food
60281,SILICON MOULD INSERT BUCHE/1 TOR220X60, 247 ,2,2,6754,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
53821,COL TINT DUST PWD - RED D116 7ML, 247 ,2,2,6755,D,0.998,Z,N,DZN,True,Retail,TRADING,GB,,Bakery
58220,COLOR GEL-RED/PRO-RED 25G, 247 ,0,0,6756,D,0.998,Z,N,DZN,True,Retail,TRADING,GB,,Bakery
2092,TIP PIPING STD STAR 402T16, 246 ,0,0,6757,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
53505,EASY CHOC XMAS SCG06 22.106.77.0065, 246 ,0,0,6758,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
104601,CUTTER EASTER METAL SET 2308-0-0081 3PC, 246 ,0,0,6759,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Non Food
101151,CUTTER PUTTY S/S HEART 52X52XH45MM/TOMIZ, 246 ,1,1,6760,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Non Food
201323,CHD AU BEEF OP RIBS (PORTIONED), 246 ,2,14,6761,D,0.998,Z,N,DZN,True,Non Retail,FG,P-SG,Y,Meat
52555,EASY CHOC SCG04 VERTIGO 22.104.77.0065, 246 ,0,0,6762,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
61800,DECOR ICING HBD LETTERS, 246 ,1,1,6763,D,0.998,Z,N,DZN,True,Retail,TRADING,PH,,Bakery
201902,"DUMMY STYROFOAM ROUND 6""X4"" REDMAN", 245 ,0,0,6764,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
67890,KIT TARTE 2 RING 150MM 25.244.87.0065, 245 ,0,0,6765,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
56963,HORN CREAM ROL 922 171MMX25MM R201860, 245 ,2,3,6766,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
109987,DECOR GOLD POWDER (FINE) 0.3G/HAKUICHI, 244 ,1,1,6767,D,0.998,Z,N,DZN,True,Non Retail,TRADING,JP,,Bakery
100377,MOULD CANDY TROPICAL 2115-3835, 244 ,0,0,6768,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
108840,GLOVE OVEN MITTEN(RED)/POWDER FOODS, 244 ,0,0,6769,D,0.998,Z,N,DZN,True,Retail,TRADING,CH,,Non Food
102490,X'MAS STICKER MERRY XMAS LONG B093 8PC, 244 ,1,2,6770,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
57149,CREAM ROLL HORN 139X28MM R201859, 244 ,0,0,6771,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
111189,DRIED ORANGE PEEL CUBE 6MM/AMBROSIO 10KG, 243 ,0,0,6772,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Fruits
105025,X'MAS DECOR CARD SANTA A 100PC, 243 ,1,1,6773,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
50087,CUTTER COOKIE PLASTIC W/HH-XMS, 243 ,0,0,6774,D,0.998,Z,N,DZN,True,Retail,TRADING,HK,,Non Food
108060,GLAZE CHOC FLAVOUR BROWN/SCRAPCOOK 130G, 243 ,1,1,6775,D,0.998,Z,N,DZN,True,Retail,TRADING,NL,,Bakery
200847,UNAGI GRILLED FRZ 300G, 243 ,1,2,6776,D,0.998,Z,N,DZN,True,Non Retail,FG,P-SG,Y,PHD
57151,CANNOLI FORM SM TAPER 92X15MM R202769, 243 ,2,2,6777,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
111252,HARI RAYA GREEN PACKET 6PC - DESIGN B, 242 ,0,0,6778,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
63090,"DUMMY STYROFOAM ROUND 9""X4""", 242 ,0,0,6779,D,0.998,Z,N,DZN,True,Retail,TRADING,SG,,Non Food
57828,SAUCE YAKINIKU/NIPPON 2KG, 242 ,2,5,6780,D,0.998,Z,N,DZN,True,Non Retail,TRADING,SG,,Grocery
108003,CUPPED OYSTER SP TSARSKAYA N1 24PC, 242 ,2,4,6781,D,0.998,Z,N,DZN,True,Non Retail,TRADING,FR,,Seafood
9968,"MARRIAGE PLASTIC COUPLE 4.5""", 242 ,0,0,6782,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
102611,SPRINKLES NONPAREILS PINK 710-9975 51G, 242 ,0,0,6783,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Bakery
110825,FRESH LEMON SOLE 300G/500G, 242 ,1,1,6784,D,0.998,Z,N,DZN,True,Non Retail,TRADING,NL,,Seafood
105469,POLENTA RUSTIC ORG KIALLA 400G, 241 ,3,4,6785,D,0.998,Z,N,DZN,True,Retail,TRADING,AU,,"Flour, Grain & Flakes"
111178,MAYONNAISE ROASTED SESAME/KEWPIE 500ML, 241 ,0,0,6786,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Grocery
57152,COUPLER SET SAMLL, 241 ,2,2,6787,D,0.998,Z,N,DZN,True,Retail,TRADING,KR,,Non Food
81177,FRZ GOOSE LIVER SLICE GRADE A 20-40G/HH, 241 ,0,0,6788,D,0.998,Z,N,DZN,True,Retail,TRADING,HU,,Meat
67460,SCOOP FLOUR FREE STAND 100ML, 241 ,0,0,6789,D,0.998,Z,N,DZN,True,Retail,TRADING,DE,,Non Food
108806,PEACHES, 241 ,4,4,6790,D,0.998,Z,N,DZN,True,Non Retail,TRADING,ES,,PHD
102396,PUMPS FRUIT MIX 15ML BLACK/DAVINCI, 240 ,2,2,6791,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Non Food
67991,WAFER ROSES (L) ASSORTED 100 PC, 240 ,0,0,6792,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Bakery
66502,COOKIE BAG TAKE A BREAK R201843, 240 ,0,0,6793,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
108801,CABBAGE SPRING, 240 ,5,9,6794,D,0.998,Z,N,DZN,True,Non Retail,TRADING,PT,,PHD
62619,ROLLING PIN PE DIA48MMX500MM, 240 ,0,0,6795,D,0.998,Z,N,DZN,True,Retail,TRADING,DE,,Non Food
105325,GELATIN ART NEEDLE MINI MARIGOLD, 240 ,0,0,6796,D,0.998,Z,N,DZN,True,Retail,TRADING,VN,,Non Food
101815,IQF BLUEBERRY/HARVESTIME 1KG, 240 ,2,8,6797,D,0.998,Z,N,DZN,True,Non Retail,TRADING,SG,,Fruits
202156,NUT MACADAMIA IN SHELL SAWN CUT RM 250G, 240 ,0,0,6798,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
9100,MOONCAKE MOULD ROUND WORD B, 239 ,1,2,6799,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
51848,SILICONFLEX SF046 FLAN MOULD, 239 ,0,0,6800,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
108224,FRZ PORK LOIN BONELSS SLICED 0.6CM, 239 ,1,19,6801,D,0.998,Z,N,DZN,True,Non Retail,TRADING,BR,,Meat
202042,REDMAN X'MAS WREATH C072 5PC, 239 ,0,0,6802,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
103544,RIBBON SILVER FRAY EDGE 16MMX25M, 237 ,1,1,6803,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
67860,FONDANT CAKE DECOR SET 2104-6086, 237 ,1,1,6804,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
64552,"RIBBON RED CHINESE ""SHOU"" 13MMX25M", 236 ,0,0,6805,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
61724,PAN CAKE TIERED TRIO 2105-0472, 236 ,0,0,6806,D,0.998,Z,N,DZN,True,Retail,TRADING,ID,,Non Food
202353,FRZ AU BEEF EQG FLANK STEAK/ FREE REIN, 236 ,0,0,6807,D,0.998,Z,N,DZN,True,Non Retail,FG,P-SG,Y,Meat
66078,SILICON MOULD TOR180 H40/6, 236 ,0,0,6808,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
102936,MODELLING TOOL BALL 145MM PME3/PME, 236 ,0,0,6809,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
11685,MOULD ANGKU JELLY 10CAV, 236 ,2,2,6810,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Non Food
102951,BC STD XMAS TREE BC802 30PC/PME, 236 ,0,0,6811,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
66823,TART STONE 330G /CAKELAND, 235 ,0,0,6812,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Non Food
101114,BAKING CUP MUFFIN PAPER 5 COL/TOMIZ 6PC, 235 ,0,0,6813,D,0.998,Z,N,DZN,True,Retail,TRADING,JP,,Non Food
2056,BRUSH TIP CLEANER 418-1123, 235 ,0,0,6814,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
64566,RIBBON BLUE SNOWFLAKES 9MMX25M, 234 ,2,3,6815,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
105998,RIBBON SATIN MAROON 9MMX25M, 234 ,2,3,6816,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
68176,BOX PAPER HARI RAYA FOR 2S BOTTLE 5PC, 234 ,0,0,6817,D,0.998,Z,N,DZN,True,Retail,TRADING,MY,,Non Food
66459,SILICON MLD MICROFLEX ROUND5, 234 ,0,0,6818,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
200425,MALT EXTRACT ACTIVE REDMAN 100G, 233 ,0,0,6819,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Bakery
8203,CANDLE NUMBER 3 (800200-3), 233 ,2,3,6820,D,0.998,Z,N,DZN,True,Retail,TRADING,HK,,Non Food
111210,WILD SEABASS WHOLE AND ROUND 3/4KG, 233 ,0,0,6821,D,0.998,Z,N,DZN,True,Non Retail,TRADING,FR,,Seafood
108136,CUTTER PLASTIC XMAS SET 2304-3956 10PC, 232 ,0,0,6822,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
59944,COUPLER LARGE C 418-1006, 232 ,0,0,6823,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
61806,DECOR ICING SPORT BALLS, 232 ,0,0,6824,D,0.998,Z,N,DZN,True,Retail,TRADING,PH,,Bakery
60140,SILICON MOULD EASY CHOC FANTASIA SCG19, 232 ,1,1,6825,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
55256,TORTAFLEX MOULD BUCHE/1 250X90XH70MM, 232 ,2,3,6826,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
57586,CC CONT HEX 95X95X75MM LPM-294 RB 201961, 231 ,2,2,6827,D,0.998,Z,N,DZN,True,Non Retail,TRADING,MY,,Non Food
108761,PAN CAKE OVAL N/S 171X65X36MM SN6257, 231 ,0,0,6828,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
58034,COLOR POWDER ORANGE PF13/AMERICOLOR 3G, 230 ,3,4,6829,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Bakery
55170,WRAPPER FOIL CHOC FLOW RANDOM COLOUR, 230 ,0,0,6830,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
59529,MOONCAKE MOULD RD W/WORDINGS, 230 ,0,0,6831,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
106578,SAUCE TAMARIND SPICY/BLUE ELEPHANT 190ML, 230 ,0,0,6832,D,0.998,Z,N,DZN,True,Retail,TRADING,TH,,Grocery
109014,ONION SWEET CEVENNES (TRYX10KG), 230 ,3,4,6834,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,PHD
12122,FLOUR ATTA/PRIMA 25KG, 230 ,1,1,6833,D,0.998,Z,N,DZN,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
104083,MIX PWD ICING WHITE/SCRAPCOOKING 150G, 230 ,0,0,6835,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,"Flour, Grain & Flakes"
201191,DISPOSABLE MUFFIN CUP (SAKURA) 5.9X5CM, 230 ,0,0,6836,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
62302,CHOC MOULD XMAS BALL 2169AB R201604, 230 ,0,0,6837,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
100904,SHIRATAMA RICE CAKE TOP GRADE 200G, 229 ,2,7,6838,D,0.998,Z,N,DZN,True,Non Retail,TRADING,JP,,"Flour, Grain & Flakes"
201240,DECOR NOEL BLEND REDMAN 500G, 229 ,8,9,6839,D,0.998,Z,N,DZN,True,Non Retail,FG,P-SG,Y,Bakery
108109,TREAT BAG STD SNOWFLAKE 1912-0-0408 10PC, 229 ,0,0,6840,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
202082,DISPLAY CAKE BOX 20X20X30CM C160+BP702 2, 229 ,0,0,6841,D,0.998,Z,N,DZN,True,Retail,FG,P-SG,Y,Non Food
104006,MOULD SILICONE 6CAV HEART 2105-4824, 229 ,0,0,6842,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
20062,TIP CLOSED STAR 402T133, 229 ,1,1,6843,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
63408,FLV EMULSION HAZELNUT 0772 4OZ, 228 ,0,0,6844,D,0.998,Z,N,DZN,True,Retail,TRADING,US,,Bakery
107043,X'MAS STICKER LONG B125 8PC, 228 ,0,0,6845,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
107955,"PAN DOLL CAKE 7.2X2X5.9"" DOLL07/PME", 228 ,1,1,6846,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
106801,HAND BLENDER 1000W MQ7045X /BRAUN, 228 ,0,0,6847,D,0.998,Z,N,DZN,True,Retail,TRADING,DE,,Non Food
64140,SILICON MOULD MATELASSE, 228 ,1,2,6848,D,0.998,Z,N,DZN,True,Non Retail,TRADING,IT,,Non Food
107149,CHOCOLATE TRUFFLE SHELLS MILK, 227 ,1,1,6849,D,0.998,Z,N,DZN,True,Retail,TRADING,SG,,Bakery
60695,CUTTER CUTOUTS ROUND 417-2581, 227 ,0,0,6850,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
103579,DECOR INSERT LOVE SILVER 5PC, 227 ,1,1,6851,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
109268,PREMIX GINGERBREAD 330G/MIRONTAINE, 227 ,0,0,6852,D,0.998,Z,N,DZN,True,Retail,TRADING,FR,,"Flour, Grain & Flakes"
61795,SAUCE PREMIUM BLACK PEPPER 80G, 227 ,0,0,6853,D,0.998,Z,N,DZN,True,Retail,TRADING,SG,,Grocery
61733,SILICON MLD MUL3D-58/SILIKOMART, 226 ,0,0,6854,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
102489,X'MAS STICKER MERRY XMAS RECT B092 8PC, 226 ,0,0,6855,D,0.998,Z,N,DZN,True,Retail,TRADING,TW,,Non Food
102607,SPRINKLES JIMMIES PINK 710-9967 42G, 226 ,0,0,6856,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Bakery
65058,SILICON MOULD CHOCO PIGS SCG35, 226 ,0,0,6857,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
104274,SILICON MOULD FINGERS30 36.289.87.0065, 226 ,1,1,6858,D,0.998,Z,N,DZN,True,Retail,TRADING,IT,,Non Food
61283,SCOOP CANDY MELT 1904-1018, 226 ,0,0,6859,D,0.998,Z,N,DZN,True,Retail,TRADING,CN,,Non Food
59204,SAUCE MARINADE BBQ PORK(ORI)/BEKSUL 290G, 226 ,1,2,6860,D,0.998,Z,N,DZN,True,Retail,TRADING,SG,,Grocery
