MATERIAL,DESCRIPTION,SALES,CUSTCOUNT,SOCOUNT,Index,Bin - Rev,Cumulative Sales,Bin - Cust,Bin - Order Freq,Classification,Multichannel,Larger P,Material Type,COP,Production,Category
110499,EDIBLE FLOWER SEASONAL MIX 50PC," 6,972 ",18,123,1946,C,0.928,Z,N,CZN,True,Non Retail,TRADING,SG,,PHD
103901,CUP PUDDING COVER BP56 FOR 103902 100PC," 6,971 ",26,152,1947,C,0.928,Z,N,CZN,True,Non Retail,TRADING,TW,,Non Food
51697,ALUM FOIL TART 77X22MM 209 50PC," 6,954 ",22,49,1948,C,0.928,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
64387,CHIA SEED BLACK ORGANIC 25KG," 6,943 ",3,13,1949,C,0.928,Z,N,CZN,True,Non Retail,TRADING,MX,,"Nuts, Seeds & Beans"
60085,MEASURING CUP PLASTIC 500ML 6BOX," 6,938 ",6,9,1950,C,0.928,Z,N,CZN,True,Retail,TRADING,HK,,Non Food
67790,FLAVOURED PASTE YAM PURPLE REDMAN 33ML," 6,938 ",44,79,1951,C,0.928,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
58638,BOX MINI FRUIT TART," 6,934 ",4,11,1952,C,0.928,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
1073,FLAVOUR BUTTER OIL REDMAN 510ML," 6,922 ",59,175,1953,C,0.928,Y,N,CYN,True,Non Retail,FG,P-SG,Y,Bakery
61366,"CAKEBOARD WOODEN ROUND GOLD 8"""," 6,912 ",12,100,1954,C,0.928,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
67792,COL PASTE VIOLET REDMAN 33ML," 6,909 ",47,187,1955,C,0.928,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
62846,DRINK FRUIT PUNCH/ARIZONA 680ML," 6,907 ",3,4,1956,C,0.928,Z,N,CZN,True,Retail,TRADING,SG,,Beverage
110102,CHEESE FONDUE 0% ALCOHOL/STRAHL 400G," 6,903 ",0,0,1957,C,0.928,Z,N,CZN,True,Retail,TRADING,CH,,Cheese
65645,BC G. PROOF WH 95MM 500PC/ROL," 6,891 ",36,114,1958,C,0.928,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
63277,FLAVOURED POWDER VANILLA REDMAN 70G," 6,888 ",17,45,1959,C,0.929,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
66047,COL POWDER CHERRY RED REDMAN 400G," 6,884 ",41,112,1960,C,0.929,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
2302,CHOC COUV DARK BIG CHUNKS REDMAN 1KG," 6,878 ",17,80,1961,C,0.929,Z,N,CZN,True,Retail,FG,P-SG,Y,Chocolates
58817,OLIVE GREEN PITTED/TORRENT 350G," 6,877 ",33,84,1962,C,0.929,Z,N,CZN,True,Retail,TRADING,ES,,PHD
55549,EXTRACT ALMOND NIELSEN 2OZ," 6,867 ",19,97,1963,C,0.929,Z,N,CZN,True,Retail,TRADING,US,,Bakery
56011,BOX CAKE PLAIN WHITE 11X15X4," 6,867 ",9,20,1964,C,0.929,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
60014,LIQUOR KAHLUA (COFFEE) 700ML," 6,866 ",14,23,1965,C,0.929,Z,N,CZN,True,Retail,TRADING,MX,,Beverage
54646,"PAN BROWNIE N/S 11""X7"""," 6,858 ",4,5,1966,C,0.929,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
50459,IQF RASPBERRY SELECT MECK/RAVIFRUIT 500G," 6,857 ",8,30,1967,C,0.929,Z,N,CZN,True,Retail,TRADING,FR,,Fruits
57574,SUGAR NIB MIDI/NORDIC SUGAR 25KG," 6,854 ",1,30,1968,C,0.929,Z,N,CZN,True,Non Retail,TRADING,SE,,Bakery
107170,POWDER PUMPKIN DUO LI 120G," 6,846 ",18,29,1969,C,0.929,Z,N,CZN,True,Retail,TRADING,TW,,Bakery
110597,CHD JAP WAGYU A4 TENDERLOIN/MIYAZAKI," 6,839 ",3,7,1970,C,0.929,Z,N,CZN,True,Non Retail,TRADING,JP,,Meat
109356,FRESH ATLANTIC COD WHOLE ROUND," 6,830 ",9,51,1971,C,0.929,Z,N,CZN,True,Non Retail,TRADING,FR,,Seafood
80469,FRZ DUCK LIVER SLICE GRADE A 20-40G/ HH," 6,829 ",12,27,1972,C,0.929,Z,N,CZN,True,Non Retail,TRADING,HU,,Meat
100047,FRZ FOREST FRT PUREE 8046/RAVIFRUIT 1KG," 6,828 ",23,73,1973,C,0.929,Z,N,CZN,True,Non Retail,TRADING,FR,,Fruits
14900,PUDDING POWDER MANGO UNSWEETENED RM 1KG," 6,825 ",13,43,1974,C,0.929,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
55727,SPICES OREGANO LEAVES/REDMAN 100G," 6,808 ",82,196,1975,C,0.929,Y,N,CYN,True,Retail,TRADING,TR,,Grocery
5006,"ROLLING STICK 12"" WOODEN"," 6,803 ",8,26,1976,C,0.929,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
62847,DRINK LEMON TEA/ARIZONA 680ML," 6,792 ",4,5,1977,C,0.929,Z,N,CZN,True,Retail,TRADING,SG,,Beverage
81143,PIZZA SAUCE/LENA 400G," 6,783 ",26,47,1978,C,0.929,Z,N,CZN,True,Retail,TRADING,IT,,PHD
51093,COCOA DECOR POWDER BAKEWAY 250G," 6,770 ",12,21,1979,C,0.929,Z,N,CZN,True,Retail,FG,P-SG,Y,Chocolates
11463,"TIN ROUND ALUM ANODIZED 5""X3"""," 6,751 ",15,18,1980,C,0.929,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
52100,RICE CRISPY PUFF WHITE REDMAN 150G," 6,751 ",44,121,1981,C,0.93,Z,N,CZN,True,Retail,FG,P-SG,Y,Grocery
50304,ALUM FOIL PIE 103X75X25MM 1201 100PC," 6,749 ",24,84,1982,C,0.93,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
81141,CANNELLINI BEANS/LENA 400G," 6,724 ",47,228,1983,C,0.93,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
64630,FLAVOUR COFFEE OIL REDMAN 1KG," 6,722 ",5,37,1984,C,0.93,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
109904,PASTE PINEAPPLE BLUEBERRY REDMAN 1KG," 6,720 ",5,6,1985,C,0.93,Z,N,CZN,True,Retail,TRADING,TH,,Filling & Jam
104241,ALUMINIUM FOIL 45CMX7.62M /REDMAN," 6,713 ",9,15,1986,C,0.93,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
62866,CHOCOLATE BAKING BAR SEMI-SWEET 4OZ," 6,708 ",2,2,1987,C,0.93,Z,N,CZN,True,Retail,TRADING,SG,,Chocolates
66211,AMMONIUM BICARBONATE REDMAN 700G," 6,703 ",84,318,1988,C,0.93,Y,N,CYN,True,Non Retail,FG,P-SG,Y,Bakery
52626,SQUARE TIN (REMOVABLE BASE) 8X8X3," 6,702 ",8,8,1989,C,0.93,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
50009,BC PET STRAWBERRY," 6,701 ",15,83,1990,C,0.93,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
57448,PASTA PENNONI RIGATI 43/GRANORO 500G," 6,700 ",8,62,1991,C,0.93,Z,N,CZN,True,Retail,TRADING,IT,,PHD
59961,TIP OPEN STAR C #1M 418-2110," 6,692 ",2,19,1992,C,0.93,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
58557,"SPATULA ANGLED 13"" 409-7716"," 6,680 ",8,8,1993,C,0.93,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
61768,SYRUP DARK CORN REDMAN 5KG," 6,677 ",17,140,1994,C,0.93,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Beverage
60329,THERMOMETER WATERPROOF POCKET/CDN," 6,674 ",9,16,1995,C,0.93,Z,N,CZN,True,Retail,TRADING,VN,,Non Food
67920,XANTHAN GUM 8OZ," 6,674 ",15,40,1996,C,0.93,Z,N,CZN,True,Retail,TRADING,US,,Bakery
105091,CAKE FLOUR (SUPER VIOLET)/TOMIZ 1KG," 6,660 ",10,58,1997,C,0.93,Z,N,CZN,True,Non Retail,TRADING,JP,,"Flour, Grain & Flakes"
65566,BISCUIT NOVELLINI/BALOCCO," 6,659 ",2,3,1998,C,0.931,Z,N,CZN,True,Retail,TRADING,IT,,Grocery
55343,MAYONNAISE DELITE/REDMAN 3L," 6,652 ",27,165,1999,C,0.931,Z,N,CZN,True,Non Retail,TRADING,SG,,Grocery
14919,CHOC COMP WHITE CHIP ISW-DR-9260 25KG," 6,650 ",1,28,2000,C,0.931,Z,N,CZN,True,Non Retail,TRADING,SG,,Chocolates
53734,EXTRACT COFFEE NIELSEN 4OZ," 6,646 ",22,61,2001,C,0.931,Z,N,CZN,True,Retail,TRADING,US,,Bakery
56282,SPICES ROSEMARY LEAVES/REDMAN 35G," 6,645 ",23,95,2002,C,0.931,Z,N,CZN,True,Retail,TRADING,TR,,Grocery
50590,TRAY MADELEINE 10CAV 328X198X20 SN9048," 6,635 ",5,6,2003,C,0.931,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
202857,PINEAPPLE TARTS 390G," 6,627 ",0,0,2004,C,0.931,Z,N,CZN,True,Retail,FG,P-SG,Y,PHD
107514,WIPER WYPALL X80 PLUS GREEN 30SHT," 6,610 ",31,98,2005,C,0.931,Z,N,CZN,True,Non Retail,TRADING,SG,,Non Food
56757,NATA DE COCO BIG CUBE/REDMAN 3.1KG," 6,591 ",29,102,2006,C,0.931,Z,N,CZN,True,Non Retail,TRADING,SG,,Fruits
66330,FLOUR BARLEY 25LB," 6,566 ",1,1,2007,C,0.931,Z,N,CZN,True,Non Retail,TRADING,US,,"Flour, Grain & Flakes"
110484,WHIPPING CREAM 35%/FLECHARD 1L," 6,566 ",39,95,2008,C,0.931,Z,N,CZN,True,Non Retail,TRADING,FR,,Dairy
66736,SYRUP APPLE CAMPAGNA FLV/DAVINCI 750ML," 6,563 ",33,154,2009,C,0.931,Z,N,CZN,True,Non Retail,TRADING,MY,,Beverage
744,DRIED CHERRY GLACE WHOLE GR REDMAN 250G," 6,548 ",22,38,2010,C,0.931,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
106525,"TIN SQUARE ALUM ANODIZED 9X9X3"""," 6,546 ",1,3,2011,C,0.931,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
81130,TOMATO WHOLE PEELED/LENA 400G," 6,543 ",40,87,2012,C,0.931,Z,N,CZN,True,Retail,TRADING,IT,,PHD
106075,CHEF TORCH HEAD MRC-980," 6,535 ",39,57,2013,C,0.931,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
103921,FLOUR CORN GOLDEN MASA 22OZ," 6,529 ",24,93,2014,C,0.931,Z,N,CZN,True,Non Retail,TRADING,US,,"Flour, Grain & Flakes"
9305,CREAM PURE DAIRY STERILISED/NESTLE 170G," 6,528 ",6,24,2015,C,0.931,Z,N,CZN,True,Retail,TRADING,NL,,Dairy
108676,DARK COUVERTURE NO SUGAR ADDED CALLEBAUT," 6,527 ",1,1,2016,C,0.931,Z,N,CZN,True,Retail,TRADING,BE,,Chocolates
57859,MEASURING PP CUP 500CC," 6,497 ",3,3,2017,C,0.931,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
66930,FILLING PASTE MC PORT CUS REDMAN 1KG," 6,495 ",8,9,2018,C,0.931,Z,N,CZN,True,Retail,TRADING,MY,,Filling & Jam
11822,MOULD TART FLUTED ROUND," 6,486 ",10,11,2019,C,0.931,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
103829,FLOUR WHOLEGRAIN/PRIMA 500G," 6,481 ",14,23,2020,C,0.931,Z,N,CZN,True,Retail,TRADING,SG,,"Flour, Grain & Flakes"
50189,ROSEBUD RED MKKD 28PC 4X4CM," 6,481 ",35,123,2021,C,0.932,Z,N,CZN,True,Non Retail,TRADING,ID,,Bakery
80894,ARTICHOKE HEART WHOLE/ALIMENTIS 780G," 6,478 ",18,73,2022,C,0.932,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
58022,SHAKY JELLY POWDER STBERRY REDMAN 93G," 6,470 ",10,66,2023,C,0.932,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
50551,ALUM FOIL TART 63X40X29MM 151-G 100PC," 6,465 ",12,41,2024,C,0.932,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
105641,SEA SALT N.FLAKES/FLOR DEL DELTA 125G," 6,450 ",60,147,2025,C,0.932,Y,N,CYN,True,Non Retail,TRADING,ES,,Grocery
201218,LIQUID EXTRACT PANDAN LEAF REDMAN 33ML," 6,447 ",18,35,2026,C,0.932,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
56421,ALUM CANDY CUP ASST COLOR 200PC," 6,447 ",1,1,2027,C,0.932,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
106882,COFFEE BEAN LIGHT ROAST/REDMAN 250G," 6,445 ",9,13,2028,C,0.932,Z,N,CZN,True,Retail,TRADING,SG,,Beverage
106258,FRZ CALAMANSI PUREE /RAVIFRUIT 1KG," 6,445 ",31,116,2029,C,0.932,Z,N,CZN,True,Non Retail,TRADING,FR,,Fruits
13537,PET CUP WHITE 90X20MM," 6,445 ",24,126,2030,C,0.932,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
103944,WINE CABERNET SAUVIGNON14%/JOCK MCP 75CL," 6,444 ",9,31,2031,C,0.932,Z,N,CZN,True,Non Retail,TRADING,AU,,Beverage
60592,GOLD CITRON TEA 580G/DUWON," 6,433 ",14,40,2032,C,0.932,Z,N,CZN,True,Retail,TRADING,SG,,Beverage
53349,SYRUP CHIN CHOW GRASSJELLY REDMAN 5KG," 6,429 ",7,23,2033,C,0.932,Z,N,CZN,True,Retail,FG,P-SG,Y,Beverage
65629,FLOUR U.P BREAD PRIMA (BAGX25KG)," 6,427 ",11,84,2034,C,0.932,Z,N,CZN,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
12068,PAN LOAF W/O LID HARD ANODISED SN2052," 6,421 ",9,12,2035,C,0.932,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
61296,SOFTGEL PA SKY BLUE 0.75OZ," 6,410 ",21,33,2036,C,0.932,Z,N,CZN,True,Retail,TRADING,US,,Bakery
108577,OYSTER LEAVES 50G," 6,400 ",14,108,2037,C,0.932,Z,N,CZN,True,Non Retail,TRADING,NL,,PHD
67313,SUGAR DARK BROWN SOFT DBS (BAGX25KG)," 6,400 ",1,1,2038,C,0.932,Z,N,CZN,True,Non Retail,RM,MU,,Bakery
111278,BUTTER SALTED/NZGF 25KG," 6,400 ",0,0,2039,C,0.932,Z,N,CZN,True,Non Retail,TRADING,NZ,,Dairy
103632,PAPER PLATE TRI GOLD 6.4X11.3CM 200PC," 6,393 ",25,110,2040,C,0.932,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
101780,"BOX CAKE SILVER 6X6X4"" 5PC/REDMAN"," 6,389 ",20,36,2041,C,0.933,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
67499,SODA CHARGERS 1101 (BOXX10PC)," 6,375 ",38,107,2042,C,0.933,Z,N,CZN,True,Non Retail,TRADING,AT,,Non Food
109363,CHD AU BEEF EQG SHIN SHANK/FREE REIN," 6,371 ",9,28,2043,C,0.933,Z,N,CZN,True,Retail,TRADING,AU,,Meat
106682,COTTON TWINE BUTCHER COOKING 64M," 6,371 ",27,81,2044,C,0.933,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
56914,CHEESE CHEDDAR CHILLI/SNOWDONIA 200G," 6,368 ",10,25,2045,C,0.933,Z,N,CZN,True,Retail,TRADING,GB,,Cheese
52101,RICE CRISPY PUFF BROWN REDMAN 150G," 6,363 ",40,278,2046,C,0.933,Z,N,CZN,True,Retail,FG,P-SG,Y,Grocery
105574,CHD AU CALABRESE SALAMI HOT 100G/CASALIN," 6,360 ",11,21,2047,C,0.933,Z,N,CZN,True,Retail,TRADING,AU,,Meat
104767,SALSA GUACAMOLE/ZANUY 300G," 6,347 ",14,43,2048,C,0.933,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
202242,PWD EXTRACT DARK PANDAN LEAF REDMAN 50G," 6,335 ",11,18,2049,C,0.933,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
57064,"BOARD CAKE 12"" SQUARE GOLD/REDMAN"," 6,335 ",31,64,2050,C,0.933,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
105299,CARAMEL SEASALT SAUCE SQUEEZE BOTTLE454G," 6,332 ",4,9,2051,C,0.933,Z,N,CZN,True,Retail,TRADING,US,,Beverage
57553,CUPCAKE BOX 8'S D65MM," 6,328 ",4,10,2052,C,0.933,Z,N,CZN,True,Retail,TRADING,MY,,Non Food
201325,FRZ AU BEEF T-BONE 500-600GM+/-," 6,327 ",6,83,2053,C,0.933,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
13678,PAN PIZZA 34X2CM," 6,317 ",2,2,2054,C,0.933,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
66853,CANNED PINEAPPLE SLICE/HOSEN 565G," 6,316 ",87,236,2055,C,0.933,Y,N,CYN,True,Non Retail,TRADING,SG,,Fruits
110376,CHD AU BEEF GF BOLAR BLADE/RIVERINE," 6,307 ",2,7,2056,C,0.933,Z,N,CZN,True,Non Retail,TRADING,AU,,Meat
66049,COL POWDER EGG YELLOW REDMAN 400G," 6,296 ",35,122,2057,C,0.933,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
58609,FLAXSEED BROWN WHOLE 50LBS," 6,284 ",7,42,2058,C,0.934,Z,N,CZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
81192,GHERKINS 500G/MEZITA," 6,283 ",53,209,2059,C,0.934,Y,N,CYN,True,Retail,TRADING,TR,,PHD
1114,FLAVOUR DURIAN REDMAN 510ML," 6,279 ",35,77,2060,C,0.934,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
50568,PREMIX OATMEAL COOKIE MIX REDMAN 460G," 6,268 ",6,16,2061,C,0.934,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
56276,SPICES LAPISCAKE REMPAH REDMAN 90G," 6,247 ",18,33,2062,C,0.934,Z,N,CZN,True,Retail,FG,P-SG,Y,Grocery
63282,BREAD IMPROVER SUPER TEX REDMAN 60G," 6,226 ",27,46,2063,C,0.934,Z,N,CZN,True,Retail,FG,P-SG,Y,Bakery
104224,ALUMINIUM FOIL NON-STICK 30CMX7.62M," 6,221 ",26,55,2064,C,0.934,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
105724,MIKAN HONEY/TOMIZ 200G," 6,205 ",4,56,2065,C,0.934,Z,N,CZN,True,Non Retail,TRADING,JP,,Bakery
58423,ROLLED FONDANT WHITE(H)/SATIN ICE 1KG," 6,202 ",27,67,2066,C,0.934,Z,N,CZN,True,Retail,TRADING,US,,Bakery
103927,FLOUR OAT WHOLE GRAIN 20OZ," 6,200 ",21,65,2067,C,0.934,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
106079,COL PEARL PWD PUMP NEWGOLD COL1001PP 10G," 6,199 ",28,35,2068,C,0.934,Z,N,CZN,True,Retail,TRADING,BE,,Bakery
50008,BC RED VINE E114," 6,198 ",13,66,2069,C,0.934,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
106977,JELLY POWDER ORIGINAL 10G / ROVIN," 6,191 ",3,3,2070,C,0.934,Z,N,CZN,True,Retail,TRADING,VN,,Bakery
104431,BIODEGRADE T-SHIRT BAG 10.5+6X19X35 (M)," 6,179 ",0,0,2071,C,0.934,Z,N,CZN,True,Retail,TRADING,SG,,Non Food
67759,COL PASTE SKY BLUE REDMAN 33ML," 6,178 ",56,103,2072,C,0.934,Y,N,CYN,True,Retail,FG,P-SG,Y,Bakery
11823,MOULD TART FLUTED ROUND SN5561," 6,174 ",9,11,2073,C,0.934,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
51867,PAN FOIL ROUND 1368 WITH PVC," 6,170 ",7,16,2074,C,0.934,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
105297,BAKING CHIPS GRAND SEMISWEET 312G," 6,167 ",0,0,2075,C,0.934,Z,N,CZN,True,Retail,TRADING,US,,Chocolates
102909,FLOUR SEMOLINA SUJI/KINGS 454G," 6,165 ",23,123,2076,C,0.934,Z,N,CZN,True,Retail,TRADING,MY,,"Flour, Grain & Flakes"
80243,FRESH PORK BELLY SKIN ON 111423," 6,163 ",0,0,2077,C,0.934,Z,N,CZN,True,Retail,TRADING,SG,,Meat
67316,SUGAR GOLDEN CASTER CAS (BAGX25KG)," 6,160 ",1,1,2078,C,0.934,Z,N,CZN,True,Non Retail,RM,MU,,Bakery
14101,"PAN CAKE RD DEEP LOOSE BASE 6"" SN5022"," 6,152 ",3,4,2079,C,0.934,Z,N,CZN,True,Retail,TRADING,TW,,Non Food
108937,STRAWBERRY MARA DES BOIS 250G," 6,146 ",14,73,2080,C,0.934,Z,N,CZN,True,Non Retail,TRADING,FR,,PHD
109838,MUSHROOM FOREST CANTHAREL GIROLLE," 6,144 ",10,12,2081,C,0.934,Z,N,CZN,True,Non Retail,TRADING,EU,,PHD
13796,ALUM FOIL 102X29MM 50PC," 6,136 ",35,115,2082,C,0.934,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
106807,MOONCAKE PRESSED MOULD FLOWER 75G 4PC," 6,133 ",1,1,2083,C,0.935,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
104179,PASTA PENNE GLUTEN FREE/GRANORO 400G," 6,127 ",23,120,2084,C,0.935,Z,N,CZN,True,Non Retail,TRADING,IT,,PHD
63055,COCONUT SHRED JUICY FLAKE REDMAN 200G," 6,126 ",55,97,2085,C,0.935,Y,N,CYN,True,Retail,FG,P-SG,Y,Fruits
53739,EXTRACT ORANGE BLOSSOM NIELSEN 4OZ," 6,125 ",14,22,2086,C,0.935,Z,N,CZN,True,Retail,TRADING,US,,Bakery
108561,TOPINAMBUR(JERUSALEM ARTICHOKE)," 6,124 ",21,100,2087,C,0.935,Z,N,CZN,True,Non Retail,TRADING,FR,,PHD
67434,POTATO CHIPS/ARGENTE 40G," 6,120 ",11,33,2088,C,0.935,Z,N,CZN,True,Retail,TRADING,ES,,Grocery
107515,WIPER WYPALL X80 PLUS RED 30SHT," 6,117 ",26,82,2089,C,0.935,Z,N,CZN,True,Non Retail,TRADING,SG,,Non Food
55567,SPICES PEPPER BLACK GROUND/REDMAN 550G," 6,113 ",81,183,2090,C,0.935,Y,N,CYN,True,Non Retail,TRADING,MY,,Grocery
57865,MEASURING PP CUP 1000CC," 6,104 ",4,5,2091,C,0.935,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
201153,FLOUR CAKE JAPAN PREMIUM REDMAN 1KG," 6,103 ",6,21,2092,C,0.935,Z,N,CZN,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
202610,FRZ AU BEEF EQG SHORT RIB B'IN/FREE REIN," 6,096 ",1,1,2093,C,0.935,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Meat
110339,CHOCOLATE DARK COUV MADONG 70% PNG 5KG," 6,095 ",6,16,2094,C,0.935,Z,N,CZN,True,Non Retail,TRADING,FR,,Chocolates
106424,MIXER KITCHENAID 5QT WHITE KSM150," 6,085 ",1,2,2095,C,0.935,Z,N,CZN,True,Non Retail,TRADING,US,,Non Food
108583,BRUSSEL SPROUTS B 30-41MM (PACX500G)," 6,071 ",9,42,2096,C,0.935,Z,N,CZN,True,Non Retail,TRADING,NL,,PHD
66043,PUREE MANGO SWEETENED REDMAN 500G," 6,070 ",38,105,2097,C,0.935,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
1119,FLAVOUR LEMON REDMAN 510ML," 6,067 ",35,87,2098,C,0.935,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
67768,FLAVOUR ROSE REDMAN 33ML," 6,064 ",63,101,2099,C,0.935,Y,N,CYN,True,Retail,FG,P-SG,Y,Bakery
110402,"BOX LOG CAKE RED GREEN 13.38X7X6""/REDMAN"," 6,060 ",7,7,2100,C,0.935,Z,N,CZN,True,Non Retail,TRADING,MY,,Non Food
105699,FLOUR WHOLEMEAL/SW 25KG," 6,060 ",1,14,2101,C,0.935,Z,N,CZN,True,Non Retail,TRADING,MY,,"Flour, Grain & Flakes"
14408,CHOC COUV MILK CHM Q90369/CALLEBAUT 25KG," 6,055 ",2,21,2102,C,0.935,Z,N,CZN,True,Non Retail,TRADING,SG,,Chocolates
57062,"BOARD CAKE 12"" ROUND GOLD/REDMAN"," 6,052 ",30,65,2103,C,0.935,Z,N,CZN,True,Non Retail,TRADING,CN,,Non Food
58775,PAN LOAF 9'' N/S MASTER SERIES," 6,052 ",1,1,2104,C,0.936,Z,N,CZN,True,Retail,TRADING,ID,,Non Food
56341,"BOARD CAKE 6"" ROUND/GOLD"," 6,051 ",55,166,2105,C,0.936,Y,N,CYN,True,Non Retail,TRADING,CN,,Non Food
63066,MOULD CHIFFON CAKE SN5281," 6,047 ",4,5,2106,C,0.936,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
67610,SOFTGEL P REGAL PURPLE/AMERICOLOR 0.75OZ," 6,047 ",21,40,2107,C,0.936,Z,N,CZN,True,Retail,TRADING,US,,Bakery
62310,BOWL MIXING SILICON BASE 20CM," 6,046 ",4,22,2108,C,0.936,Z,N,CZN,True,Retail,TRADING,CN,,Non Food
8925,MARGARINE PASTRY SHEET/REDMAN 10KG," 6,042 ",5,11,2109,C,0.936,Z,N,CZN,True,Non Retail,TRADING,MY,,Fat & Oil
66045,PUREE MANGO UNSWEETENED REDMAN 500G," 6,032 ",20,29,2110,C,0.936,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
50792,DRIED FIGS REDMAN 250G," 6,032 ",22,38,2111,C,0.936,Z,N,CZN,True,Retail,FG,P-SG,Y,Fruits
57437,"KNIFE BREAD S/S 8"""," 6,029 ",5,13,2112,C,0.936,Z,N,CZN,True,Retail,TRADING,HK,,Non Food
54239,POPPING BOBA LYCHEE/REDMAN 3.2KG," 6,014 ",41,112,2113,C,0.936,Z,N,CZN,True,Non Retail,TRADING,TW,,Beverage
10699,FLOUR WATER CHESTNUT/PANTANG 250G," 6,008 ",8,18,2114,C,0.936,Z,N,CZN,True,Retail,TRADING,SG,,Bakery
67771,FLAVOUR PANDAN REDMAN 33ML," 5,998 ",74,136,2115,C,0.936,Y,N,CYN,True,Retail,FG,P-SG,Y,Bakery
109123,CHD AU BEEF EQG SHORT RIB B'IN/FREE REIN," 5,997 ",4,16,2116,C,0.936,Z,N,CZN,True,Non Retail,TRADING,AU,,Meat
102715,MIX PANCAKE/WAFFLE 10 GRAIN 24OZ," 5,996 ",8,39,2117,C,0.936,Z,N,CZN,True,Retail,TRADING,US,,"Flour, Grain & Flakes"
56284,SPICES THYME LEAVES/REDMAN 200G," 5,993 ",94,214,2118,C,0.936,Y,N,CYN,True,Retail,TRADING,TR,,Grocery
54083,CHEESE FRESH PROV S SALAM/ALBA 500G," 5,981 ",10,27,2119,C,0.936,Z,N,CZN,True,Retail,TRADING,AU,,Cheese
66241,ROLLED FONDANT SKY BLUE REDMAN 500G," 5,980 ",30,165,2120,C,0.936,Z,N,CZN,True,Non Retail,FG,P-SG,Y,Bakery
62865,COCOA BAKING 100% UNSWEETENED 8OZ," 5,976 ",2,8,2121,C,0.936,Z,N,CZN,True,Retail,TRADING,SG,,Chocolates
